"","disasterNumber","declarationDate","incidentType","pwNumber","applicationTitle","applicantId","damageCategoryCode","dcc","damageCategory","projectSize","county","countyCode","state","stateCode","stateNumberCode","projectAmount","federalShareObligated","totalObligated","obligatedDate","hash","lastRefresh","id"
"1",1292,"1999-09-16T04:00:00.000Z","Hurricane",4,"EMERGENCY PROTECTIVE MEASURES","065-99065-00","B - Protective Measures","B","Protective Measures","Large","Edgecombe",65,"North Carolina","NC",37,180775,135581.25,143000.69,"1999-09-28T01:30:04.000Z","dcdd96fbaf21090d5882d8cf297991d8","2020-06-15T11:19:32.676Z","5ee75944556129600dd56981"
"2",1292,"1999-09-16T04:00:00.000Z","Hurricane",2,"IMMEDIATE NEEDS FUNDING","019-UPT3R-00","A - Debris Removal","A","Debris Removal","Large","Brunswick",19,"North Carolina","NC",37,266667,200000.25,211460.26,"1999-09-27T17:27:25.000Z","f87e0f6b242ddf40c6ff5240eeb3d904","2020-06-15T11:19:32.677Z","5ee75944556129600dd56982"
"3",1292,"1999-09-16T04:00:00.000Z","Hurricane",3,"Not Provided","019-UPT3R-00","A - Debris Removal","A","Debris Removal","Large","Brunswick",19,"North Carolina","NC",37,-266667,-200000.25,-206360.26,"1999-12-01T03:40:51.000Z","1e0fb36b248fffb1482467c300dabfa4","2020-06-15T11:19:32.678Z","5ee75944556129600dd56983"
"4",1292,"1999-09-16T04:00:00.000Z","Hurricane",5,"Not Provided","065-99065-00","B - Protective Measures","B","Protective Measures","Large","Edgecombe",65,"North Carolina","NC",37,-180775,-135581.25,-138399.74,"2000-01-10T23:23:01.000Z","17277e9667b04bcc0af865cdb56c7852","2020-06-15T11:19:32.679Z","5ee75944556129600dd56984"
"5",1292,"1999-09-16T04:00:00.000Z","Hurricane",6,"DEBRIS REMOVAL","133-47845-00","A - Debris Removal","A","Debris Removal","Large","Onslow",133,"North Carolina","NC",37,313729,235296.75,247422.75,"1999-09-28T01:30:04.000Z","3aa2d5612aefa298dc5ffe09ccf406d9","2020-06-15T11:19:32.680Z","5ee75944556129600dd56985"
"6",1292,"1999-09-16T04:00:00.000Z","Hurricane",7,"Not Provided","133-47845-00","A - Debris Removal","A","Debris Removal","Large","Onslow",133,"North Carolina","NC",37,-313729,-235296.75,-243784.18,"1999-11-16T23:22:53.000Z","57be0c53a12f2005364312aff71d895c","2020-06-15T11:19:32.690Z","5ee75944556129600dd56987"
"7",1292,"1999-09-16T04:00:00.000Z","Hurricane",8,"DEBRIS REMOVAL","095-99095-00","A - Debris Removal","A","Debris Removal","Large","Hyde",95,"North Carolina","NC",37,185025,138768.75,148821.6,"1999-09-28T18:43:58.000Z","913a42096a8bd3f53e2189a4813bf496","2020-06-15T11:19:32.691Z","5ee75944556129600dd56988"
"8",1292,"1999-09-16T04:00:00.000Z","Hurricane",12,"DEBRIS REMOVAL","141-66040-00","A - Debris Removal","A","Debris Removal","Large","Pender",141,"North Carolina","NC",37,150000,112500,118683.99,"1999-09-29T00:02:57.000Z","7c24a061a6d73284c9fa327d4212ba95","2020-06-15T11:19:32.692Z","5ee75944556129600dd56989"
"9",1292,"1999-09-16T04:00:00.000Z","Hurricane",13,"Not Provided","141-66040-00","A - Debris Removal","A","Debris Removal","Large","Pender",141,"North Carolina","NC",37,-150000,-112500,-117082.5,"1999-10-27T00:43:52.000Z","bad7a86db94306b72b8c9243084650e9","2020-06-15T11:19:32.693Z","5ee75944556129600dd5698a"
"10",1292,"1999-09-16T04:00:00.000Z","Hurricane",9,"Not Provided","095-99095-00","A - Debris Removal","A","Debris Removal","Large","Hyde",95,"North Carolina","NC",37,-185025,-138768.75,-144186.6,"2000-02-22T20:40:47.000Z","ac3bcbf7404bb79cc118a0eddd8cf29c","2020-06-15T11:19:32.694Z","5ee75944556129600dd5698b"
"11",1292,"1999-09-16T04:00:00.000Z","Hurricane",10,"EMERGENCY PROTECTIVE MEASURES","179-74760-00","B - Protective Measures","B","Protective Measures","Small","Union",179,"North Carolina","NC",37,3195.6,2876.04,2999.23,"1999-09-29T21:46:51.000Z","f7f5c1cdfbba4f19f4bcb728d5490f92","2020-06-15T11:19:32.696Z","5ee75944556129600dd5698c"
"12",1292,"1999-09-16T04:00:00.000Z","Hurricane",14,"EMERGENCY PROTECTIVE MEASURES","167-99167-00","B - Protective Measures","B","Protective Measures","Small","Stanly",167,"North Carolina","NC",37,7980.52,7182.47,7490.12,"1999-09-29T23:50:52.000Z","5ff8528aa9248a6032035fb1a9939e33","2020-06-15T11:19:32.697Z","5ee75944556129600dd5698d"
"13",1292,"1999-09-16T04:00:00.000Z","Hurricane",15,"EMERGENCY PROTECTIVE MEASURES","037-52660-00","B - Protective Measures","B","Protective Measures","Small","Chatham",37,"North Carolina","NC",37,2928.39,2635.55,2748.44,"1999-09-29T21:46:51.000Z","9974731529ff4dcb3b0a8eca8f4549c4","2020-06-15T11:19:32.698Z","5ee75944556129600dd5698e"
"14",1292,"1999-09-16T04:00:00.000Z","Hurricane",16,"EMERGENCY PROTECTIVE MEASURES","065-53840-00","B - Protective Measures","B","Protective Measures","Large","Edgecombe",65,"North Carolina","NC",37,247667.93,185750.95,200049.89,"1999-09-29T23:52:25.000Z","2ff0c7d67dd436d7b9daba6934d125cf","2020-06-15T11:19:32.699Z","5ee75944556129600dd5698f"
"15",1292,"1999-09-16T04:00:00.000Z","Hurricane",17,"Not Provided","065-53840-00","B - Protective Measures","B","Protective Measures","Large","Edgecombe",65,"North Carolina","NC",37,-247667.93,-185750.95,-191657.83,"2000-02-22T20:40:47.000Z","5bb5d42cac3c6d39e2c900733ead2c2b","2020-06-15T11:19:32.700Z","5ee75944556129600dd56990"
"16",1292,"1999-09-16T04:00:00.000Z","Hurricane",18,"IMMEDIATE NEEDS FUNDING","137-99137-00","A - Debris Removal","A","Debris Removal","Large","Pamlico",137,"North Carolina","NC",37,192167.34,144125.5,150584.94,"1999-09-30T01:07:48.000Z","115b8c7bfe07c29ab27dfcee0c16ff73","2020-06-15T11:19:32.701Z","5ee75944556129600dd56991"
"17",1292,"1999-09-16T04:00:00.000Z","Hurricane",19,"Not Provided","137-99137-00","A - Debris Removal","A","Debris Removal","Large","Pamlico",137,"North Carolina","NC",37,-192167.34,-144125.51,-149574.09,"2000-02-22T20:40:47.000Z","1d38b24d86ab7c1f730f0718af1adc06","2020-06-15T11:19:32.702Z","5ee75944556129600dd56992"
"18",1292,"1999-09-16T04:00:00.000Z","Hurricane",20,"IMMEDIATE NEEDS FUNDING","117-74220-00","A - Debris Removal","A","Debris Removal","Large","Martin",117,"North Carolina","NC",37,75000,56250,59085,"1999-10-06T16:04:23.000Z","52cd3873307ce8a5ae04493e799b95bb","2020-06-15T11:19:32.703Z","5ee75944556129600dd56993"
"19",1292,"1999-09-16T04:00:00.000Z","Hurricane",21,"Not Provided","117-74220-00","A - Debris Removal","A","Debris Removal","Large","Martin",117,"North Carolina","NC",37,-75000,-56250,-58792.5,"1999-12-17T00:35:44.000Z","8878648bf5dcf778d8cb67c7df336689","2020-06-15T11:19:32.704Z","5ee75944556129600dd56994"
"20",1292,"1999-09-16T04:00:00.000Z","Hurricane",22,"IMMEDIATE NEEDS FUNDING","147-22820-00","B - Protective Measures","B","Protective Measures","Large","Pitt",147,"North Carolina","NC",37,67500,50625,53176.5,"1999-10-06T16:04:23.000Z","13646ecfcb39cf7d81be3cd8b7e4c272","2020-06-15T11:19:32.706Z","5ee75944556129600dd56995"
"21",1292,"1999-09-16T04:00:00.000Z","Hurricane",23,"Not Provided","147-22820-00","B - Protective Measures","B","Protective Measures","Large","Pitt",147,"North Carolina","NC",37,-67500,-50625,-52234.88,"1999-11-18T21:15:31.000Z","f91a07928277cd44fe608fec262298a1","2020-06-15T11:19:32.707Z","5ee75944556129600dd56996"
"22",1292,"1999-09-16T04:00:00.000Z","Hurricane",24,"EMERGENCY PROTECTIVE MEASURES","179-99179-00","B - Protective Measures","B","Protective Measures","Small","Union",179,"North Carolina","NC",37,3654.85,3289.37,3430.27,"1999-10-06T16:04:23.000Z","a39175aafad8bf74ab9fda2311965ddc","2020-06-15T11:19:32.708Z","5ee75944556129600dd56997"
"23",1292,"1999-09-16T04:00:00.000Z","Hurricane",25,"EMERGENCY PROTECTIVE MEASURES","057-99057-00","B - Protective Measures","B","Protective Measures","Small","Davidson",57,"North Carolina","NC",37,2080.87,1872.78,1953,"1999-10-06T16:04:23.000Z","77c3c1fd33d383f2547aa7c2ebe9f705","2020-06-15T11:19:32.709Z","5ee75944556129600dd56998"
"24",1292,"1999-09-16T04:00:00.000Z","Hurricane",26,"Not Provided","183-57640-00","A - Debris Removal","A","Debris Removal","Small","Wake",183,"North Carolina","NC",37,1050,945,985.47,"1999-10-08T00:00:01.000Z","e3a56eac5d62641beccfee84b0622602","2020-06-15T11:19:32.710Z","5ee75944556129600dd56999"
"25",1292,"1999-09-16T04:00:00.000Z","Hurricane",27,"IMMEDIATE NEEDS FUNDING","163-57800-00","A - Debris Removal","A","Debris Removal","Small","Sampson",163,"North Carolina","NC",37,40000,30000,31512,"1999-10-06T16:35:23.000Z","e7018089689a760ddcbcc2a41511ae9c","2020-06-15T11:19:32.711Z","5ee75944556129600dd5699a"
"26",1292,"1999-09-16T04:00:00.000Z","Hurricane",32,"Not Provided","015-02580-00","A - Debris Removal","A","Debris Removal","Large","Bertie",15,"North Carolina","NC",37,-62500,-46875,-48993.75,"1999-12-17T00:35:44.000Z","7c4d5da1c4871cedfa1721eba83b92ab","2020-06-15T11:19:32.712Z","5ee75944556129600dd5699b"
"27",1292,"1999-09-16T04:00:00.000Z","Hurricane",33,"DEBRIS REMOVAL","103-99103-00","A - Debris Removal","A","Debris Removal","Large","Jones",103,"North Carolina","NC",37,54000,40500,42541.2,"1999-10-08T18:13:57.000Z","9ca5e4366828157b23e750e7713516e6","2020-06-15T11:19:32.713Z","5ee75944556129600dd5699c"
"28",1292,"1999-09-16T04:00:00.000Z","Hurricane",34,"Not Provided","103-99103-00","A - Debris Removal","A","Debris Removal","Large","Jones",103,"North Carolina","NC",37,-54000,-40500,-42330.6,"1999-11-02T16:32:00.000Z","7024982a01ed05c238935515993352e3","2020-06-15T11:19:32.715Z","5ee75944556129600dd5699d"
"29",1292,"1999-09-16T04:00:00.000Z","Hurricane",35,"EMERGENCY PROTECTIVE MEASURES","183-57640-00","B - Protective Measures","B","Protective Measures","Small","Wake",183,"North Carolina","NC",37,3929.43,3536.48,3687.95,"1999-10-08T00:00:01.000Z","6dba4fa21e1b1259e1d586a3f004cfc6","2020-06-15T11:19:32.716Z","5ee75944556129600dd5699e"
"30",1292,"1999-09-16T04:00:00.000Z","Hurricane",28,"Not Provided","163-57800-00","A - Debris Removal","A","Debris Removal","Small","Sampson",163,"North Carolina","NC",37,-40000,-30000,-31356,"1999-12-10T00:57:43.000Z","634990c33c35570c27b6c95da1964c3c","2020-06-15T11:19:32.717Z","5ee75944556129600dd5699f"
"31",1292,"1999-09-16T04:00:00.000Z","Hurricane",36,"SECURITY PATROLS, SEARCH AND RESCUE","179-43920-00","B - Protective Measures","B","Protective Measures","Small","Union",179,"North Carolina","NC",37,2903.69,2613.32,2725.26,"1999-10-08T00:00:01.000Z","59312647c4aad1331cd79fbf42c8fecc","2020-06-15T11:19:32.718Z","5ee75944556129600dd569a0"
"32",1292,"1999-09-16T04:00:00.000Z","Hurricane",29,"IMMEDIATE NEEDS FUNDING","061-70720-00","B - Protective Measures","B","Protective Measures","Large","Duplin",61,"North Carolina","NC",37,80000,60000,63024,"1999-10-06T16:35:23.000Z","4f0c1b284c27b84d0cbbb4a569583ced","2020-06-15T11:19:32.719Z","5ee75944556129600dd569a1"
"33",1292,"1999-09-16T04:00:00.000Z","Hurricane",30,"Not Provided","061-70720-00","B - Protective Measures","B","Protective Measures","Large","Duplin",61,"North Carolina","NC",37,-80000,-60000,-62712,"1999-12-10T00:57:43.000Z","d67ed3d80c89abcac91972ed502713c5","2020-06-15T11:19:32.720Z","5ee75944556129600dd569a2"
"34",1292,"1999-09-16T04:00:00.000Z","Hurricane",31,"IMMEDIATE NEEDS FUNDING","015-02580-00","A - Debris Removal","A","Debris Removal","Large","Bertie",15,"North Carolina","NC",37,62500,46875,49237.5,"1999-10-06T16:35:23.000Z","dd3b3e06f92b3745d5cf7c2ea89a4a78","2020-06-15T11:19:32.721Z","5ee75944556129600dd569a3"
"35",1292,"1999-09-16T04:00:00.000Z","Hurricane",38,"RESTORE ELECTRIC SYSTEM","000-UG5GI-00","F - Public Utilities","F","Public Utilities","Small","Statewide",0,"North Carolina","NC",37,36453.53,32808.18,34213.46,"1999-10-07T23:26:40.000Z","1412314851e11b9830f3830b36f55e18","2020-06-15T11:19:32.722Z","5ee75944556129600dd569a4"
"36",1292,"1999-09-16T04:00:00.000Z","Hurricane",37,"DEBRIS REMOVAL","000-UG5GI-00","A - Debris Removal","A","Debris Removal","Small","Statewide",0,"North Carolina","NC",37,1004.67,904.2,942.93,"1999-10-07T23:26:40.000Z","87712dc3c8266efed3a31bb722266687","2020-06-15T11:19:32.724Z","5ee75944556129600dd569a5"
"37",1292,"1999-09-16T04:00:00.000Z","Hurricane",39,"EMERGENCY PROTECTIVE MEASURES","155-22360-00","B - Protective Measures","B","Protective Measures","Small","Robeson",155,"North Carolina","NC",37,4609,4148.1,4325.78,"1999-10-08T00:00:01.000Z","f18473f6e3fca948767dee10e33b7ce7","2020-06-15T11:19:32.725Z","5ee75944556129600dd569a6"
"38",1292,"1999-09-16T04:00:00.000Z","Hurricane",40,"Not Provided","191-24900-00","F - Public Utilities","F","Public Utilities","Small","Wayne",191,"North Carolina","NC",37,13035,11731.5,12233.99,"1999-10-08T18:13:57.000Z","04fe8922d9ea06e6ed5239d064ca172b","2020-06-15T11:19:32.726Z","5ee75944556129600dd569a7"
"39",1292,"1999-09-16T04:00:00.000Z","Hurricane",42,"EMERGENCY PROTECTIVE MEASURES","057-67420-00","B - Protective Measures","B","Protective Measures","Small","Davidson",57,"North Carolina","NC",37,10285.27,9256.74,9653.25,"1999-10-08T18:13:57.000Z","4658fd6436c034ffac4800da41e92703","2020-06-15T11:19:32.727Z","5ee75944556129600dd569a8"
"40",1292,"1999-09-16T04:00:00.000Z","Hurricane",41,"ELECTRICAL DISTRIBUTION SYSTEM","000-UQURX-00","F - Public Utilities","F","Public Utilities","Large","Statewide",0,"North Carolina","NC",37,323342.46,291008.21,301429.36,"1999-10-08T00:00:01.000Z","2672ffe97d41df513c18c783c3b5f635","2020-06-15T11:19:32.728Z","5ee75944556129600dd569a9"
"41",1292,"1999-09-16T04:00:00.000Z","Hurricane",44,"DEBRIS REMOVAL","000-UQURX-00","A - Debris Removal","A","Debris Removal","Small","Statewide",0,"North Carolina","NC",37,14842.52,13358.27,13780.53,"1999-10-11T17:09:28.000Z","e6c42bcbbeb2011a3e70b83387aa8a6f","2020-06-15T11:19:32.729Z","5ee75944556129600dd569aa"
"42",1292,"1999-09-16T04:00:00.000Z","Hurricane",43,"EMERGENCY PROTECTIVE MEASURES","000-UQURX-00","B - Protective Measures","B","Protective Measures","Small","Statewide",0,"North Carolina","NC",37,6146,5531.4,5706.26,"1999-10-11T17:09:28.000Z","cd7c4102f91b19f04a10346ce65876bd","2020-06-15T11:19:32.731Z","5ee75944556129600dd569ab"
"43",1292,"1999-09-16T04:00:00.000Z","Hurricane",45,"DEBRIS DISPOSAL","155-22360-00","A - Debris Removal","A","Debris Removal","Large","Robeson",155,"North Carolina","NC",37,58100,52290,54425.49,"1999-10-11T17:09:28.000Z","edc7b64cab47f32a5dfa667dc2275f0c","2020-06-15T11:19:32.732Z","5ee75944556129600dd569ac"
"44",1292,"1999-09-16T04:00:00.000Z","Hurricane",46,"DEBRIS REMOVAL","155-22360-00","A - Debris Removal","A","Debris Removal","Small","Robeson",155,"North Carolina","NC",37,14796,13316.4,13838.24,"1999-10-11T17:09:28.000Z","12c4d255b4f21eab757db489e44f1ff7","2020-06-15T11:19:32.733Z","5ee75944556129600dd569ad"
"45",1292,"1999-09-16T04:00:00.000Z","Hurricane",47,"DEBRIS REMOVAL CITY WIDE","155-22360-00","A - Debris Removal","A","Debris Removal","Small","Robeson",155,"North Carolina","NC",37,19986,17987.4,18757.86,"1999-10-08T00:00:01.000Z","cf477cfde529773fde64122cc0d38b0b","2020-06-15T11:19:32.734Z","5ee75944556129600dd569ae"
"46",1292,"1999-09-16T04:00:00.000Z","Hurricane",48,"DEBRIS REMOVAL CITY WIDE","155-22360-00","A - Debris Removal","A","Debris Removal","Small","Robeson",155,"North Carolina","NC",37,14790,13311,13881.16,"1999-10-08T00:00:01.000Z","177fccd7b0d21750a45eaf9d87ff8d61","2020-06-15T11:19:32.735Z","5ee75944556129600dd569af"
"47",1292,"1999-09-16T04:00:00.000Z","Hurricane",49,"IMMEDIATE NEEDS FUNDING","147-28080-00","B - Protective Measures","B","Protective Measures","Large","Pitt",147,"North Carolina","NC",37,1825000,1368750,1411980,"1999-10-08T18:13:57.000Z","91e0bba59e78c522bfe05a92ee751be2","2020-06-15T11:19:32.763Z","5ee75944556129600dd569b0"
"48",1292,"1999-09-16T04:00:00.000Z","Hurricane",50,"Not Provided","147-28080-00","B - Protective Measures","B","Protective Measures","Large","Pitt",147,"North Carolina","NC",37,-1825000,-1368750,-1398887.84,"2000-03-10T20:48:58.000Z","b4e938df69564c077a700e6125f6173f","2020-06-15T11:19:32.764Z","5ee75944556129600dd569b1"
"49",1292,"1999-09-16T04:00:00.000Z","Hurricane",51,"IMMEDIATE NEEDS FUNDING","147-24440-00","B - Protective Measures","B","Protective Measures","Small","Pitt",147,"North Carolina","NC",37,7000,5250,5514.6,"1999-10-07T23:26:40.000Z","ce05dad37b6d24e1986887430a6d9d8e","2020-06-15T11:19:32.765Z","5ee75944556129600dd569b2"
"50",1292,"1999-09-16T04:00:00.000Z","Hurricane",52,"Not Provided","147-24440-00","B - Protective Measures","B","Protective Measures","Small","Pitt",147,"North Carolina","NC",37,-7000,-5250,-5487.3,"1999-11-10T20:23:11.000Z","4266eb1ca9add056941c964503d1a7b2","2020-06-15T11:19:32.766Z","5ee75944556129600dd569b3"
"51",1292,"1999-09-16T04:00:00.000Z","Hurricane",54,"Not Provided","127-57500-00","B - Protective Measures","B","Protective Measures","Large","Nash",127,"North Carolina","NC",37,-779000,-584250,-597636.39,"1999-12-29T23:00:50.000Z","ce047b944002d706422b8d6f9aa25a9a","2020-06-15T11:19:32.767Z","5ee75944556129600dd569b4"
"52",1292,"1999-09-16T04:00:00.000Z","Hurricane",55,"IMMEDIATE NEEDS FUNDING","065-66700-00","B - Protective Measures","B","Protective Measures","Large","Edgecombe",65,"North Carolina","NC",37,450000,337500,350975,"1999-10-07T23:26:40.000Z","9f38350d2d19a51ff3b0027d0f3b7ccb","2020-06-15T11:19:32.768Z","5ee75944556129600dd569b5"
"53",1292,"1999-09-16T04:00:00.000Z","Hurricane",56,"Not Provided","065-66700-00","B - Protective Measures","B","Protective Measures","Large","Edgecombe",65,"North Carolina","NC",37,-450000,-337500,-346405.93,"2000-01-07T02:30:01.000Z","636a26630be6f4687deb814f71c15222","2020-06-15T11:19:32.770Z","5ee75944556129600dd569b6"
"54",1292,"1999-09-16T04:00:00.000Z","Hurricane",57,"SECURITY PATROLS, SEARCH AND RESCUE","145-99145-00","B - Protective Measures","B","Protective Measures","Small","Person",145,"North Carolina","NC",37,10507,9456.3,9861.35,"1999-10-13T20:40:01.000Z","3b3207deee3755fbe36ab7e5f2ef44c4","2020-06-15T11:19:32.771Z","5ee75944556129600dd569b7"
"55",1292,"1999-09-16T04:00:00.000Z","Hurricane",53,"IMMEDIATE NEEDS FUNDING","127-57500-00","B - Protective Measures","B","Protective Measures","Large","Nash",127,"North Carolina","NC",37,779000,584250,606838.3,"1999-10-07T23:26:40.000Z","b623f9ffbacfdfc586ddc942012b68d3","2020-06-15T11:19:32.772Z","5ee75944556129600dd569b8"
"56",1292,"1999-09-16T04:00:00.000Z","Hurricane",58,"SECURITY PATROLS, SEARCH AND RESCUE","055-41060-00","B - Protective Measures","B","Protective Measures","Small","Dare",55,"North Carolina","NC",37,10916.57,9824.92,10245.76,"1999-10-13T20:40:01.000Z","86163a0557f6d5d38efa9d9044eb4ac1","2020-06-15T11:19:32.781Z","5ee75944556129600dd569b9"
"57",1292,"1999-09-16T04:00:00.000Z","Hurricane",59,"DEBRIS REMOVAL","055-41060-00","A - Debris Removal","A","Debris Removal","Small","Dare",55,"North Carolina","NC",37,4968.72,4471.85,4644.01,"1999-10-21T18:52:58.000Z","2abe7d7e28f8f8363ec3293db1915889","2020-06-15T11:19:32.782Z","5ee75944556129600dd569ba"
"58",1292,"1999-09-16T04:00:00.000Z","Hurricane",60,"EMERGENCY PUMPING (FIXED INSTALLATIONS)","055-41060-00","B - Protective Measures","B","Protective Measures","Small","Dare",55,"North Carolina","NC",37,23325,20992.5,21891.68,"1999-10-13T20:40:01.000Z","94fcb104f0792b7ded9aa58cec45d424","2020-06-15T11:19:32.783Z","5ee75944556129600dd569bb"
"59",1292,"1999-09-16T04:00:00.000Z","Hurricane",61,"DEBRIS REMOVAL","055-36060-00","A - Debris Removal","A","Debris Removal","Small","Dare",55,"North Carolina","NC",37,42577.95,38320.15,39732.9,"1999-10-21T18:52:58.000Z","ac3750485e5e3e1454c0bbd1d515e6d5","2020-06-15T11:19:32.788Z","5ee75944556129600dd569bc"
"60",1292,"1999-09-16T04:00:00.000Z","Hurricane",63,"DEBRIS REMOVAL","055-63130-00","A - Debris Removal","A","Debris Removal","Small","Dare",55,"North Carolina","NC",37,45996,41396.4,42990.16,"1999-10-27T00:43:52.000Z","664e5b5d1e8d2c4eb608e3c7506f3345","2020-06-15T11:19:32.789Z","5ee75944556129600dd569bd"
"61",1292,"1999-09-16T04:00:00.000Z","Hurricane",62,"DEBRIS REMOVAL","055-63130-00","A - Debris Removal","A","Debris Removal","Small","Dare",55,"North Carolina","NC",37,40465.08,36418.57,37820.67,"1999-10-21T18:52:58.000Z","d54497601288e2465b959f79e3ae359c","2020-06-15T11:19:32.790Z","5ee75944556129600dd569be"
"62",1292,"1999-09-16T04:00:00.000Z","Hurricane",66,"POWER DISTRIBUTION SYSTEM","000-UFTFN-00","F - Public Utilities","F","Public Utilities","Small","Statewide",0,"North Carolina","NC",37,33008.9,29708.02,30980.52,"1999-10-13T20:40:01.000Z","e5596bb0c81b804e4ad7b366fd274a3a","2020-06-15T11:19:32.791Z","5ee75944556129600dd569bf"
"63",1292,"1999-09-16T04:00:00.000Z","Hurricane",64,"DEBRIS REMOVAL","055-35720-00","A - Debris Removal","A","Debris Removal","Large","Dare",55,"North Carolina","NC",37,217847.43,196062.69,202426.74,"1999-10-21T18:52:58.000Z","74f173e77440638b7c648d03553be601","2020-06-15T11:19:32.792Z","5ee75944556129600dd569c0"
"64",1292,"1999-09-16T04:00:00.000Z","Hurricane",65,"DEBRIS REMOVAL","000-UFTFN-00","A - Debris Removal","A","Debris Removal","Small","Statewide",0,"North Carolina","NC",37,4996.05,4496.45,4689.05,"1999-10-13T20:40:01.000Z","2905f578dac356aece958a0a222eca3e","2020-06-15T11:19:32.793Z","5ee75944556129600dd569c1"
"65",1292,"1999-09-16T04:00:00.000Z","Hurricane",67,"SECURITY PATROLS, SEARCH AND RESCUE","181-30660-00","B - Protective Measures","B","Protective Measures","Small","Vance",181,"North Carolina","NC",37,7286,6557.4,6838.28,"1999-10-13T20:40:01.000Z","b8309e17b5c68e2292520a18ffc79cd2","2020-06-15T11:19:32.795Z","5ee75944556129600dd569c2"
"66",1292,"1999-09-16T04:00:00.000Z","Hurricane",68,"DEBRIS REMOVAL","000-U8KOU-00","A - Debris Removal","A","Debris Removal","Small","Statewide",0,"North Carolina","NC",37,1243.8,1119.42,1167.36,"1999-10-13T20:40:01.000Z","2943fe618bacaa0287d679dc2181d094","2020-06-15T11:19:32.796Z","5ee75944556129600dd569c3"
"67",1292,"1999-09-16T04:00:00.000Z","Hurricane",70,"EMERGENCY PROTECTIVE MEASURES","000-UG5GI-00","B - Protective Measures","B","Protective Measures","Small","Statewide",0,"North Carolina","NC",37,4571.14,4114.03,4282.17,"1999-10-13T20:40:01.000Z","44ac0bbfd63684a4153c4c49c305ad68","2020-06-15T11:19:32.797Z","5ee75944556129600dd569c4"
"68",1292,"1999-09-16T04:00:00.000Z","Hurricane",71,"ELECTRICAL DISTRIBUTION SYSTEM","000-U8KOU-00","F - Public Utilities","F","Public Utilities","Small","Statewide",0,"North Carolina","NC",37,10248.89,9224,9619.1,"1999-10-13T20:40:01.000Z","8c5e0dd6b4d4b46b834fcd8cf3959dd2","2020-06-15T11:19:32.798Z","5ee75944556129600dd569c5"
"69",1292,"1999-09-16T04:00:00.000Z","Hurricane",72,"Not Provided","181-30660-00","A - Debris Removal","A","Debris Removal","Small","Vance",181,"North Carolina","NC",37,8752,7876.8,8180.06,"1999-10-19T14:50:46.000Z","52e5ca790a494b260ac17fca37ed146c","2020-06-15T11:19:32.799Z","5ee75944556129600dd569c6"
"70",1292,"1999-09-16T04:00:00.000Z","Hurricane",73,"IMMEDIATE NEEDS FUNDING","107-35920-00","B - Protective Measures","B","Protective Measures","Large","Lenoir",107,"North Carolina","NC",37,285000,213750,222654.5,"1999-10-13T20:40:01.000Z","494130d8d04b105cd4c4a587b7cca84a","2020-06-15T11:19:32.800Z","5ee75944556129600dd569c7"
"71",1292,"1999-09-16T04:00:00.000Z","Hurricane",74,"Not Provided","107-35920-00","B - Protective Measures","B","Protective Measures","Large","Lenoir",107,"North Carolina","NC",37,-285000,-213750,-220547.25,"1999-11-10T20:23:11.000Z","7a065ad40b763843a353fb8eda5ddcff","2020-06-15T11:19:32.802Z","5ee75944556129600dd569c8"
"72",1292,"1999-09-16T04:00:00.000Z","Hurricane",75,"IMMEDIATE NEEDS FUNDING","091-45640-00","B - Protective Measures","B","Protective Measures","Large","Hertford",91,"North Carolina","NC",37,50000,37500,39390,"1999-10-13T20:40:01.000Z","be9e2ddc8982cb724b812c7163e3efb3","2020-06-15T11:19:32.803Z","5ee75944556129600dd569c9"
"73",1292,"1999-09-16T04:00:00.000Z","Hurricane",76,"Not Provided","091-45640-00","B - Protective Measures","B","Protective Measures","Large","Hertford",91,"North Carolina","NC",37,-50000,-37500,-39195,"2000-01-07T02:30:01.000Z","d57c0b029151f0f9d2e62da1218558a8","2020-06-15T11:19:32.804Z","5ee75944556129600dd569ca"
"74",1292,"1999-09-16T04:00:00.000Z","Hurricane",77,"EMERGENCY PROTECTIVE MEASURES","000-U90X5-00","B - Protective Measures","B","Protective Measures","Small","Statewide",0,"North Carolina","NC",37,4780,4302,4486.26,"1999-10-13T20:40:01.000Z","67af451298e772bd10cc2f0b32ea50e8","2020-06-15T11:19:32.805Z","5ee75944556129600dd569cb"
"75",1292,"1999-09-16T04:00:00.000Z","Hurricane",78,"ELECTRICAL DISTRIBUTION SYSTEM","000-U90X5-00","F - Public Utilities","F","Public Utilities","Large","Statewide",0,"North Carolina","NC",37,562257.31,506031.58,520820.07,"1999-10-21T18:50:24.000Z","ff720e99f053826786e598b4be008fe5","2020-06-15T11:19:32.806Z","5ee75944556129600dd569cc"
"76",1292,"1999-09-16T04:00:00.000Z","Hurricane",79,"ELECTRICAL DISTRIBUTION SYSTEM","000-UBCSI-00","F - Public Utilities","F","Public Utilities","Small","Statewide",0,"North Carolina","NC",37,11515,10363.5,10762.5,"1999-10-21T18:52:58.000Z","9dbf47254c21a906df6f76418b233c23","2020-06-15T11:19:32.808Z","5ee75944556129600dd569cd"
